"","species_ID","species_name"
"19113",136705,"Cryptonanus guahybae"
"19116",10167,"Hippotragus equinus"
"19127",11617,"Lepilemur edwardsi"
"19128",14358,"Nyctiellus lepidus"
"19134",14878,"Notoryctes caurinus"
"19135",17566,"Platyrrhinus aurarius"
"19136",40609,"Paraechinus micropus"
"19137",136491,"Lepilemur jamesorum"
"19138",14161,"Myotis fortidens"
"19139",18302,"Proechimys urichi"
"19140",136567,"Ctenomys lami"
"19142",16024,"Pappogeomys bulleri"
"19143",22044,"Trachypithecus laotum"
"19145",22051,"Tragelaphus scriptus"
"19156",2890,"Bos sauveli"
"19158",40542,"Sminthopsis dolichura"
"19161",41293,"Pronolagus crassicaudatus"
"19162",726,"Akodon azarae"
"19223",13171,"Meriones unguiculatus"
"19226",15932,"Pan paniscus"
"19231",16205,"Paraxerus cepapi"
"19232",1584,"Antechinus leo"
"19233",136207,"Micronycteris matses"
"19234",19547,"Rhinolophus lepidus"
"19246",8032,"Eropeplus canus"
"19247",11791,"Lepus timidus"
"19327",13559,"Mimon bennettii"
"19328",136555,"Antechinus adustus"
"19331",15132,"Oecomys cleberi"
"19332",13323,"Microcebus murinus"
"19333",12670,"Madoqua kirkii"
"19338",40610,"Paraechinus hypomelas"
"19344",61925,"Bradypus pygmaeus"
"19345",12357,"Lophuromys woosnami"
"19346",40625,"Crocidura cyanea"
"19347",4217,"Cercopithecus erythrogaster"
"19349",5042,"Coccymys albidens"
"19350",136354,"Microtus majori"
"19351",136471,"Acomys dimidiatus"
"19354",4664,"Chiroderma doriae"
"19355",136716,"Tadarida insignis"
"19375",6272,"Dasymys rufulus"
"19377",4224,"Cercopithecus nictitans"
"19382",14160,"Myotis formosus"
"19402",17361,"Pipistrellus rueppellii"
"19413",40637,"Ailurops ursinus"
"19425",8982,"Eudorcas thomsonii"
"19429",9283,"Glyphotes simus"
"19430",11633,"Leporillus apicalis"
"19431",16572,"Perameles gunnii"
"19433",20008,"Sciurus flammifer"
"19434",20387,"Sorex kozlovi"
"19435",8209,"Eulemur rufus"
"19436",21350,"Tamandua tetradactyla"
"19438",11489,"Lemniscomys griselda"
"19439",21523,"Taterillus emini"
"19440",20427,"Spalacopus cyanus"
"19441",136232,"Platyrrhinus ismaeli"
"19442",1676,"Antidorcas marsupialis"
"19443",40587,"Microgale dobsoni"
"19449",136554,"Neodon forresti"
"19451",136576,"Peromyscus schmidlyi"
"19453",13702,"Monodelphis theresa"
"19454",573,"Aethomys namaquensis"
"19455",136728,"Oligoryzomys fornesi"
"19456",19684,"Rhogeessa parvula"
"19457",2121,"Artibeus amplus"
"19458",2145,"Arvicanthis blicki"
"19460",41363,"Crocidura turba"
"19462",136384,"Hapalemur meridionalis"
"19465",13162,"Meriones dahli"
"19466",13350,"Microgale principula"
"19467",19609,"Rhipidomys latimanus"
"19472",19518,"Rhinolophus hipposideros"
"19494",21162,"Sundasciurus samarensis"
"19496",6635,"Diplogale hosei"
"19501",10126,"Hipposideros cyclops"
"19508",5499,"Crateromys australis"
"19510",14888655,"Thylamys pallidior"
"19511",6685,"Dipodomys compactus"
"19515",9608,"Habromys chinanteco"
"19516",136226,"Crocidura hilliana"
"19519",41291,"Oryctolagus cuniculus"
"19560",136479,"Muntiacus putaoensis"
"19562",14947,"Scotorepens sanborni"
"19570",41300,"Sylvilagus nuttallii"
"19571",29420,"Myotis csorbai"
"19572",18567,"Pseudomys higginsi"
"19574",21877,"Thyroptera discifera"
"19579",42697,"Cebus robustus"
"19580",6427,"Dendrolagus dorianus"
"19581",4309,"Chaerephon bregullae"
"19585",15165,"Oenomys ornatus"
"19586",21987,"Lophostoma schulzi"
"19587",7910,"Eptesicus nilssonii"
"19595",4778,"Choloepus hoffmanni"
"19597",41571,"Microcebus tavaratra"
"19598",19548,"Rhinolophus luctus"
"19611",136754,"Lasiurus insularis"
"19612",41459,"Euroscaptor grandis"
"19613",12817,"Marmosops cracens"
"19614",22570,"Tylomys bullaris"
"19615",8824,"Galea musteloides"
"19616",10122,"Hipposideros corynophyllus"
"19618",21493,"Tarsius sangirensis"
"19619",6978,"Phyllomys brasiliensis"
"19620",136408,"Akodon oenos"
"19621",136606,"Chaetodipus eremicus"
"19623",41287,"Lepus starcki"
"19625",45055,"Lophuromys roseveari"
"19626",136823,"Eptesicus japonensis"
"19633",6778,"Dobsonia inermis"
"19663",2089,"Ardops nichollsi"
"19673",13296,"Marmosa alstoni"
"19676",19596,"Rhinopithecus roxellana"
"19679",21494,"Tarsius pelengensis"
"19680",41271,"Ochotona thibetana"
"19684",5763,"Cryptotis endersi"
"19685",136347,"Microcebus danfossi"
"19686",10151,"Hipposideros muscinus"
"19689",40531,"Ningaui yvonneae"
"19694",17217,"Phyllostomus elongatus"
"19695",136825,"Eumops patagonicus"
"19697",13838,"Mops condylurus"
"19699",18357,"Propithecus deckenii"
"19700",23062,"Vulpes vulpes"
"19750",1894,"Apodemus gurkha"
"19751",951,"Alticola lemminus"
"19753",9611,"Habromys simulatus"
"19754",16752,"Petrogale coenensis"
"19755",40548,"Sminthopsis ooldea"
"19756",19865,"Salpingotus kozlovi"
"19758",20491,"Spermophilus relictus"
"19759",41460,"Euroscaptor klossi"
"19761",8702,"Funambulus pennantii"
"19763",14581,"Neotoma magister"
"19764",19326,"Rattus colletti"
"19768",21867,"Thylamys macrurus"
"19769",10552,"Hylobates pileatus"
"19770",12265,"Lonchophylla handleyi"
"19771",41276,"Lepus californicus"
"19774",42610,"Perognathus parvus"
"19775",6793,"Dorcatragus megalotis"
"19782",136768,"Eonycteris robusta"
"19797",15143,"Oecomys trinitatis"
"19803",62016,"Microgale majori"
"19807",6442,"Dendromus lovati"
"19812",136357,"Rhipidomys cariri"
"19814",22782,"Uroderma bilobatum"
"19816",41478,"Talpa altaica"
"19818",41488,"Dymecodon pilirostris"
"19841",10144,"Hipposideros lekaguli"
"19845",13217,"Mesocapromys nanus"
"19847",44693,"Sauromys petrophilus"
"19848",7805,"Myodes shanseius"
"19855",13968,"Mus mattheyi"
"19856",17221,"Phyllotis andium"
"19857",21775,"Thomasomys eleusis"
"19858",21784,"Thomasomys niveipes"
"19859",2045,"Archboldomys luzonensis"
"19860",16207,"Paraxerus flavovittis"
"19861",199834,"Thylamys pulchellus"
"19862",41445,"Sylvisorex lunaris"
"19864",14198,"Myotis schaubi"
"19866",29621,"Mazama nana"
"19868",21147,"Suncus montanus"
"19875",3858,"Cardiocranius paradoxus"
"19877",136531,"Pteropus ualanus"
"19878",13954,"Mus bufo"
"19879",41620,"Ichneumia albicauda"
"19882",14582,"Neotoma albigula"
"19885",12906,"Maxomys wattsi"
"19886",42586,"Tamiasciurus douglasii"
"19887",2619,"Bathyergus janetta"
"19889",41255,"Ochotona alpina"
"19895",5591,"Crocidura polia"
"19896",6834,"Dromiciops gliroides"
"19899",136327,"Crocidura jouvenetae"
"19900",41468,"Neurotrichus gibbsii"
"19903",9056,"Geomys tropicalis"
"19904",856,"Allactaga hotsoni"
"19905",136653,"Thylamys karimii"
"19906",14879,"Notoryctes typhlops"
"19908",136358,"Oecomys catherinae"
"19909",21176,"Sus philippensis"
"19940",40501,"Didelphis marsupialis"
"19944",21455,"Taphozous hamiltoni"
"19946",3814,"Capricornis milneedwardsii"
"19987",8207,"Eulemur fulvus"
"19991",41304,"Ochotona nigritia"
"19992",1892,"Apodemus flavicollis"
"21542",20211,"Sigmodon arizonae"
"21544",23322,"Zygodontomys brunneus"
"21545",17229,"Phyllotis osgoodi"
"21546",136537,"Microcebus bongolavensis"
"21547",4327,"Chaetodipus artus"
"21548",16212,"Paraxerus vincenti"
"21549",10966,"Kerivoula africana"
"21550",7803,"Eothenomys proditor"
"21554",136742,"Crocidura brunnea"
"21556",136835,"Emballonura tiavato"
"21557",41655,"Mustela kathiah"
"21563",17173,"Phyllonycteris aphylla"
"21564",11347,"Lasiurus borealis"
"21569",41519,"Callithrix penicillata"
"21570",42619,"Dicrostonyx hudsonius"
"21582",29654,"Crocidura serezkyensis"
"21584",41352,"Crocidura poensis"
"21588",10200,"Histiotus alienus"
"21589",10129,"Hipposideros dinops"
"21595",40612,"Mesechinus dauuricus"
"21596",13389,"Microperoryctes murina"
"21597",6770,"Dobsonia minor"
"21602",728,"Akodon boliviensis"
"21603",6296,"Dasyurus viverrinus"
"21605",18121,"Praomys tullbergi"
"21608",11521,"Leopoldamys siporanus"
"21612",136309,"Rhynchocyon udzungwensis"
"21614",17618,"Plerotes anchietae"
"21615",1911,"Apomys hylocetes"
"21617",19322,"Rattus argentiventer"
"21690",5228,"Connochaetes gnou"
"21691",5621,"Crocidura attila"
"21692",136402,"Brucepattersonius guarani"
"21693",41786,"Isothrix sinnamariensis"
"21696",2862,"Necromys temchuki"
"21697",41257,"Ochotona collaris"
"21698",14602,"Neotragus pygmaeus"
"21700",136517,"Rattus satarae"
"21703",19528,"Rhinolophus canuti"
"21707",136637,"Microcebus griseorufus"
"21708",10987,"Kerivoula whiteheadi"
"21716",136568,"Ctenomys scagliai"
"21717",21333,"Taeromys taerae"
"21718",17219,"Phyllostomus latifolius"
"21720",19602,"Rhinopoma muscatellum"
"21727",41526,"Saguinus mystax"
"21730",40616,"Chimarrogale styani"
"21731",15612,"Handleyomys rostratus"
"21732",16206,"Paraxerus cooperi"
"21735",136770,"Myotis moluccarum"
"21759",29465,"Proechimys pattoni"
"21760",29657,"Neomys anomalus"
"21771",3553,"Callicebus oenanthe"
"21772",18362,"Prosciurillus abstrusus"
"21773",41696,"Genetta angolensis"
"21779",14195,"Myotis riparius"
"21780",6283,"Dasyprocta kalinowskii"
"21782",15046,"Ochotona koslowi"
"21785",18131,"Presbytis rubicunda"
"21790",2156,"Aselliscus tricuspidatus"
"21829",2533,"Balantiopteryx plicata"
"21832",44800,"Glauconycteris variegata"
"21833",6444,"Dendromus mesomelas"
"21841",4828,"Chrysospalax trevelyani"
"21842",22043,"Trachypithecus delacouri"
"21843",4668,"Chiroderma villosum"
"21847",18503,"Pseudochirops albertisii"
"21852",13938,"Murina cyclotis"
"21874",4003,"Castor canadensis"
"21876",42634,"Microtus richardsoni"
"21878",136762,"Thomasomys hudsoni"
"21879",41687,"Ursus americanus"
"21937",547,"Handleyomys fuscatus"
"21938",12620,"Macropus bernardus"
"21939",136415,"Lophostoma aequatorialis"
"21940",14115,"Myosorex tenuis"
"21941",21815,"Thoopterus nigrescens"
"21950",41261,"Ochotona gloveri"
"21951",41354,"Crocidura rhoditis"
"21952",41278,"Lepus comus"
"21953",10714,"Hypogeomys antimena"
"21957",41503,"Ochotona turuchanensis"
"21963",17228,"Phyllotis magister"
"21964",21472,"Tapirus indicus"
"22011",45051,"Sylvisorex camerunensis"
"22014",6436,"Dendrolagus spadix"
"22015",12436,"Lycaon pictus"
"22067",16779,"Petromyscus monticularis"
"22068",17355,"Pipistrellus papuanus"
"22082",18598,"Pseudoryzomys simplex"
"22083",1917,"Apomys gracilirostris"
"22084",3601,"Callosciurus orestes"
"22086",45089,"Praomys lukolelae"
"22087",10156,"Hipposideros pygmaeus"
"22096",136565,"Microtus qazvinensis"
"22097",62018,"Microgale soricoides"
"22099",16761,"Petrogale concinna"
"22109",41380,"Myosorex babaulti"
"22111",136786,"Crocidura negligens"
"22115",2991,"Brachytarsomys albicauda"
"22116",4222,"Cercopithecus mona"
"22119",5529,"Cricetus cricetus"
"22120",13110,"Melogale everetti"
"22123",14204,"Myotis simus"
"22125",15640,"Otocolobus manul"
"22139",19709,"Rhynchocyon cirnei"
"22143",4038,"Catopuma temminckii"
"22168",39758,"Nycticebus bengalensis"
"22216",5619,"Crocidura tenuis"
"22217",3610,"Calomys callidus"
"22218",136385,"Meles leucurus"
"22223",13986,"Mus tenellus"
"22225",41444,"Sylvisorex johnstoni"
"22228",17321,"Pipistrellus adamsi"
"22252",8756,"Funisciurus anerythrus"
"22254",17400,"Pithecheir melanurus"
"22255",12668,"Madoqua saltiana"
"22256",41448,"Diplomesodon pulchellum"
"22257",11500,"Lenoxus apicalis"
"22258",29402,"Euryoryzomys emmonsae"
"22259",136335,"Avahi cleesei"
"22260",14876,"Notopteris macdonaldi"
"22269",42570,"Tamias cinereicollis"
"22270",19392,"Redunca redunca"
"22271",21102,"Stylodipus sungorus"
"22273",4603,"Chelemys macronyx"
"22274",44925,"Neoromicia somalica"
"22289",5820,"Ctenomys perrensi"
"22291",6988,"Pattonomys semivillosus"
"22294",41364,"Crocidura viaria"
"22297",18295,"Proechimys poliopus"
"22298",4223,"Cercopithecus neglectus"
"22304",738,"Deltamys kempi"
"22318",18734,"Pteropus lylei"
"22320",136389,"Cryptotis nelsoni"
"22321",136809,"Eumops trumbulli"
"22322",4680,"Chiropodomys gliroides"
"22334",19324,"Rattus bontanus"
"22337",29458,"Crunomys suncoides"
"22338",6292,"Dasypus sabanicola"
"22339",136694,"Ctenomys budini"
"22340",12820,"Marmosops handleyi"
"22341",15139,"Oecomys roberti"
"22342",39911,"Mico intermedius"
"22343",19353,"Rattus norvegicus"
"23214",21870,"Thylogale brunii"
"23225",41707,"Viverra megaspila"
"23227",7914,"Eptesicus bobrinskoi"
"23228",136349,"Thomasomys vulcani"
"23229",9121,"Gerbillus floweri"
"23230",12828,"Marmota vancouverensis"
"23231",10150,"Hipposideros megalotis"
"23233",179234,"Tarsius tumpara"
"23235",19558,"Rhinolophus paradoxolophus"
"23236",40620,"Crocidura batesi"
"23237",39992,"Procolobus kirkii"
"23241",136493,"Uromys siebersi"
"23242",12812,"Marmosa andersoni"
"23243",14929,"Nycteris grandis"
"23247",19359,"Rattus ranjiniae"
"23250",5525,"Cricetulus kamensis"
"23253",41365,"Crocidura voi"
"23254",41518,"Callithrix jacchus"
"23255",40569,"Petrogale assimilis"
"23258",13955,"Mus callewaerti"
"23259",16846,"Phalanger lullulae"
"23262",18754,"Pteropus rayneri"
"23278",8004,"Erethizon dorsatum"
"23284",19559,"Rhinolophus pearsonii"
"23290",136761,"Lepilemur hubbardorum"
"23291",8540,"Felis chaus"
"23308",7945,"Vespadelus vulturnus"
"23312",2801,"Bibimys chacoensis"
"23314",136286,"Limnomys bryophilus"
"23319",21878,"Thyroptera lavali"
"23321",21791,"Thomasomys silvestris"
"23322",29674,"Mustela erminea"
"23474",39826,"Pygathrix nemaeus"
"23479",7929,"Eptesicus guadeloupensis"
"23481",30208,"Damaliscus pygargus"
"23483",45094,"Praomys daltoni"
"23484",136239,"Anoura fistulata"
"23486",136370,"Ctenomys pundti"
"23487",14563,"Mogera uchidai"
"23488",15339,"Onychomys torridus"
"23489",14096,"Myomyscus yemeni"
"23490",4328,"Chaetodipus baileyi"
"23492",4682,"Chiropodomys major"
"23494",9484,"Graphiurus lorraineus"
"23497",16559,"Pentalagus furnessi"
"23501",20336,"Solomys sapientis"
"23502",10032,"Choeropsis liberiensis"
"23511",12352,"Lophuromys rahmi"
"23514",41662,"Poecilogale albinucha"
"23515",13161,"Meriones crassus"
"23518",136333,"Heteromys teleus"
"23519",41379,"Cryptotis thomasi"
"23520",10734,"Hypsignathus monstrosus"
"23525",3593,"Callosciurus baluensis"
"23526",41692,"Paguma larvata"
"23538",41560,"Callicebus baptista"
"23539",41536,"Saimiri boliviensis"
"23541",136206,"Microcebus mamiratra"
"23542",41026,"Procolobus preussi"
"23545",7903,"Epomophorus gambianus"
"23546",5828,"Ctenomys talarum"
"23554",136620,"Pseudantechinus roryi"
"23557",20000,"Sciurus anomalus"
"23563",8438,"Exilisciurus whiteheadi"
"23565",16681,"Peromyscus mexicanus"
"23568",7912,"Eptesicus andinus"
"23569",9248,"Glischropus tylopus"
"23574",10746,"Hystrix cristata"
"23593",19320,"Rattus adustus"
"23594",42467,"Spermophilus elegans"
"23597",17487,"Platalina genovensium"
"23598",20471,"Spermophilopsis leptodactylus"
"23599",18553,"Pseudomys occidentalis"
"23600",18944,"Pygeretmus zhitkovi"
"23601",13926,"Muntiacus gongshanensis"
"23603",4691,"Chiruromys forbesi"
"23608",41371,"Cryptotis goldmani"
"23609",40541,"Sminthopsis crassicaudata"
"23610",4092,"Chrotomys silaceus"
"23611",41533,"Nycticeinops schlieffeni"
"23616",136426,"Sigmodon hirsutus"
"23619",15653,"Otomys denti"
"23621",21452,"Taphozous australis"
"23718",14123,"Myotis bechsteinii"
"23731",2541,"Bandicota indica"
"23738",19349,"Rattus mordax"
"23747",21772,"Thomasomys cinereiventer"
"23749",9610,"Habromys lophurus"
"23753",18360,"Propithecus candidus"
"23754",136677,"Lepilemur petteri"
"23755",136371,"Brucepattersonius griserufescens"
"23756",136375,"Philander frenatus"
"23757",19713,"Rhynchomys soricoides"
"23758",45049,"Sylvisorex pluvialis"
"23760",45053,"Gerbillus rupicola"
"23761",18,"Abrocoma boliviensis"
"23762",44923,"Neoromicia nana"
"23779",136202,"Philander mondolfii"
"23782",41789,"Rusa timorensis"
"23792",10141,"Hipposideros lamottei"
"23793",14089,"Myomimus setzeri"
"23794",14818,"Niviventer eha"
"23799",42632,"Microtus oregoni"
"23804",136569,"Macaca munzala"
"23805",136343,"Congosorex phillipsorum"
"23806",16563,"Penthetor lucasi"
"23809",19562,"Rhinolophus rex"
"23811",4151,"Cephalophus spadix"
"23821",41268,"Ochotona roylei"
"23822",4692,"Chiruromys lamia"
"23823",9581,"Gymnuromys roberti"
"23824",136551,"Muntiacus vaginalis"
"23828",136766,"Arvicola scherman"
"23831",18267,"Procyon pygmaeus"
"23832",2282,"Ateles marginatus"
"23833",20757,"Nesoromys ceramicus"
"23834",8755,"Funisciurus carruthersi"
"23835",21101,"Stylodipus andrewsi"
"23836",4336,"Chaetodipus penicillatus"
"23838",12868,"Mastomys natalensis"
"23839",21359,"Tamias obscurus"
"23844",135164,"Peromyscus keeni"
"24345",13849,"Mops thersites"
"24348",20385,"Sorex excelsus"
"24350",6553,"Dicerorhinus sumatrensis"
"24360",136276,"Cerradomys maracajuensis"
"24362",19557,"Rhinolophus osgoodi"
"24363",3571,"Callithrix flaviceps"
"24364",5229,"Connochaetes taurinus"
"24371",19599,"Rhinopoma hardwickii"
"24446",9979,"Hesperoptenus tomesi"
"24449",18385,"Protoxerus aubinnii"
"24450",19329,"Rattus everetti"
"24468",16728,"Petaurus norfolcensis"
"24472",41790,"Rusa unicolor"
"24486",19331,"Rattus feliceus"
"24487",6081,"Cynocephalus volans"
"24497",19391,"Redunca fulvorufula"
"24502",19705,"Rhynchocyon chrysopygus"
"24507",10282,"Hybomys trivirgatus"
"24509",136253,"Cebus flavius"
"24511",41708,"Viverra tangalunga"
"24557",13928,"Muntiacus rooseveltorum"
"24559",19409,"Reithrodontomys hirsutus"
"24560",39945,"Saguinus nigricollis"
"24564",13572,"Miopithecus talapoin"
"24565",8437,"Exilisciurus exilis"
"24567",13233,"Makalata didelphoides"
"24570",11148,"Lagidium viscacia"
"24573",19352,"Rattus nitidus"
"24584",18557,"Pseudomys shortridgei"
"24588",18341,"Promops nasutus"
"24590",5798,"Ctenomys boliviensis"
"24593",4368,"Chaetophractus vellerosus"
"24594",10010,"Heteromys oresterus"
"24595",15951,"Panthera leo"
"24785",14088,"Myomimus personatus"
"24789",15011,"Nyctophilus walkeri"
"24791",865,"Allenopithecus nigroviridis"
"24793",2434,"Avahi laniger"
"24794",136447,"Crocidura vosmaeri"
"24795",136619,"Lophuromys eisentrauti"
"24796",136704,"Phyllomys medius"
"24797",41325,"Crocidura jacksoni"
"24798",4330,"Chaetodipus fallax"
"24799",44788,"Cistugo seabrae"
"24800",6291,"Dasypus pilosus"
"24801",9483,"Graphiurus kelleni"
"24810",135724,"Apodemus witherbyi"
"24819",18769,"Pteropus woodfordi"
"24830",136727,"Neacomys dubosti"
"24831",14740,"Neusticomys monticolus"
"24832",19405,"Reithrodontomys creper"
"24833",40503,"Lutreolina crassicaudata"
"24840",41775,"Sus scrofa"
"24875",19790,"Ruwenzorisorex suncoides"
"24878",20490,"Spermophilus pygmaeus"
"24879",42616,"Myodes californicus"
"24880",7935,"Eptesicus nasutus"
"24885",10796,"Idiurus zenkeri"
"24889",21517,"Gerbilliscus nigricaudus"
"24890",41381,"Myosorex cafer"
"24893",7783,"Eolagurus przewalskii"
"24894",18359,"Propithecus edwardsi"
"24895",10598,"Hylonycteris underwoodi"
"24897",14189,"Myotis peninsularis"
"24898",14920,"Nyctalus noctula"
"24919",18284,"Proechimys guairae"
"24922",136438,"Cryptotis equatoris"
"24923",13438,"Microtus ilaeus"
"24933",12550,"Macaca cyclopis"
"24938",41437,"Suncus infinitesimus"
"24940",15657,"Otomys occidentalis"
"24941",1897,"Apodemus latronum"
"24942",21317,"Tadarida lobata"
"24944",29460,"Eliurus grandidieri"
"24945",13562,"Miniopterus australis"
"25036",19495,"Rhinoceros sondaicus"
"25038",41511,"Potorous tridactylus"
"25053",5586,"Crocidura usambarae"
"25056",41532,"Lasiurus xanthinus"
"25057",12355,"Lophuromys nudicaudus"
"25059",136197,"Akodon montensis"
"25121",14165,"Myotis hermani"
"25124",18721,"Pteropus conspicillatus"
"25153",22572,"Tylomys mirae"
"25154",5584,"Crocidura telfordi"
"25156",13904,"Mosia nigrescens"
"25200",12568,"Macaca nigrescens"
"25201",136352,"Neacomys paracou"
"25202",4804,"Abrothrix jelskii"
"25203",41359,"Crocidura somalica"
"25207",17351,"Falsistrellus mordax"
"25209",17315,"Pipistrellus maderensis"
"25220",41390,"Sorex buchariensis"
"25221",4313,"Chaerephon johorensis"
"25224",20760,"Rattus vandeuseni"
"25225",21776,"Thomasomys gracilis"
"25226",136277,"Hydrochoerus isthmius"
"25227",41338,"Crocidura montis"
"25232",136465,"Myzopoda schliemanni"
"25233",17598,"Corynorhinus townsendii"
"25236",41516,"Petrogale inornata"
"25238",4829,"Chrysospalax villosus"
"25242",19549,"Rhinolophus maclaudi"
"25244",20954,"Sturnira ludovici"
"25246",9247,"Glischropus javanus"
"25247",13418,"Microtus cabrerae"
"25251",41357,"Crocidura silacea"
"25252",22780,"Urocyon cinereoargenteus"
"25255",12761,"Manis crassicaudata"
"25259",22841,"Vampyressa pusilla"
"25260",41771,"Potamochoerus porcus"
"25261",46251646,"Microcebus marohita"
"25262",11494,"Lemniscomys roseveari"
"25264",39779,"Symphalangus syndactylus"
"25266",757,"Akodon siberiae"
"25267",7138,"Elephantulus rupestris"
"25268",136660,"Pogonomelomys brassi"
"25269",136842,"Marmosops ocellatus"
"25270",1915,"Apomys musculus"
"25274",13046,"Melanomys caliginosus"
"25276",41374,"Cryptotis mexicana"
"25277",41563,"Callicebus lugens"
"25278",40617,"Crocidura aleksandrisi"
"25279",136291,"Chlorocebus cynosuros"
"25280",15740,"Ovis nivicola"
"25298",44790,"Glauconycteris argentata"
"25299",14919,"Nyctalus leisleri"
"25324",20717,"Steatomys jacksoni"
"25326",10761,"Ichthyomys hydrobates"
"25327",16710,"Peroryctes broadbenti"
"25328",21355,"Tamias palmeri"
"25329",136203,"Platyrrhinus albericoi"
"25330",14560,"Neopteryx frosti"
"25332",15573,"Oryx gazella"
"25333",18372,"Proteles cristata"
"25335",23052,"Vulpes pallida"
"25336",14107,"Myosorex geata"
"25337",9416,"Gracilinanus aceramarcae"
"25339",276,"Acomys wilsoni"
"25340",14187,"Myotis oxyotus"
"25343",4666,"Chiroderma salvini"
"25346",22843,"Vampyrum spectrum"
"25349",20054,"Scotoecus albofuscus"
"25351",29405,"Euryoryzomys russatus"
"25352",5749,"Cryptochloris zyli"
"25353",6269,"Dasymys incomtus"
"25357",12626,"Macropus irma"
"25358",136710,"Peromyscus sagax"
"25359",41573,"Microcebus berthae"
"25360",10592,"Hylomyscus parvus"
"25362",136640,"Cacajao hosomi"
"25363",22047,"Tragelaphus eurycerus"
"25369",6765,"Distoechurus pennatus"
"25370",4704,"Chlamyphorus truncatus"
"25371",12904,"Maxomys rajah"
"25375",13172,"Meriones vinogradovi"
"25376",136819,"Hipposideros khaokhouayensis"
"25377",16732,"Petaurus biacensis"
"25379",136476,"Hydromys ziegleri"
"25380",4065,"Cavia fulgida"
"25381",42580,"Tamias siskiyou"
"25382",13320,"Microcavia niata"
"25383",11616,"Lepilemur dorsalis"
"25384",20066,"Scotophilus dinganii"
"25386",19307,"Raphicerus sharpei"
"25387",136316,"Eliurus petteri"
"25388",18764,"Pteropus tonganus"
"25462",8073,"Erythrocebus patas"
"25469",1154,"Amorphochilus schnablii"
"25471",20477,"Spermophilus adocetus"
"25472",29608,"Miniopterus gleni"
"25532",40591,"Oryzorictes tetradactylus"
"25533",6434,"Dendrolagus ursinus"
"25537",12901,"Maxomys ochraceiventer"
"25538",753,"Akodon lutescens"
"25539",23326,"Zyzomys maini"
"25543",41473,"Scapanus latimanus"
"25544",5481,"Craseonycteris thonglongyai"
"25546",11171,"Lagostrophus fasciatus"
"25549",12563,"Macaca tonkeana"
"25551",13459,"Microtus transcaspicus"
"25552",4200,"Cercocebus galeritus"
"25553",13561,"Miniopterus schreibersii"
"25569",18945,"Pygoderma bilabiatum"
"25570",5765,"Cryptotis hondurensis"
"25572",16858,"Phalanger alexandrae"
"25573",42460,"Rhinosciurus laticaudatus"
"25579",6799,"Dorcopsis luctuosa"
"25582",136745,"Wiedomys cerradensis"
"25583",41701,"Genetta thierryi"
"25584",5804,"Ctenomys emilianus"
"25585",136269,"Eulemur rufifrons"
"25588",61513537,"Pseudois nayaur"
"25593",14102,"Myopterus daubentonii"
"25594",136674,"Phyllotis anitae"
"25595",5594,"Crocidura thomensis"
"25596",16751,"Petrogale lateralis"
"25625",10134,"Hipposideros fuliginosus"
"25628",136425,"Oligoryzomys rupestris"
"25630",3554,"Callicebus olallae"
"25631",14148,"Myotis bocagii"
"25658",20493,"Spermophilus tereticaudus"
"25659",19681,"Rhogeessa gracilis"
"25660",22431,"Tryphomys adustus"
"25663",136695,"Tokudaia tokunoshimensis"
"25665",15089,"Octodon lunatus"
"25666",44939,"Acomys seurati"
"25667",10790,"Idionycteris phyllotis"
"25668",136300,"Coendou sanctamartae"
"25669",11179,"Lagurus lagurus"
"25672",19645,"Rhizomys pruinosus"
"25675",40600,"Chrysochloris asiatica"
"25677",3744,"Canis aureus"
"25683",10590,"Neotetracus sinensis"
"25686",13220,"Mesocricetus brandti"
"25688",14190,"Myotis pequinius"
"25689",136311,"Lepilemur wrightae"
"25690",17402,"Pithecia aequatorialis"
"25691",17346,"Pipistrellus kitcheneri"
"25694",15248,"Oligoryzomys fulvescens"
"25698",39944,"Callicebus medemi"
"25699",41331,"Crocidura luna"
"25700",136278,"Marmosops paulensis"
"25702",5083,"Coendou bicolor"
"25703",41557,"Callicebus cinerascens"
"25704",18736,"Pteropus mahaganus"
"25709",41426,"Sorex ventralis"
"25710",8968,"Nanger dama"
"25720",18709,"Pteronotus personatus"
"25721",41605,"Herpestes ochraceus"
"25722",6446,"Dendromus mystacalis"
"25726",11691,"Leptomys elegans"
"25727",136544,"Eliurus antsingy"
"25731",11343,"Lasiorhinus krefftii"
"25732",136803,"Marmosops creightoni"
"25733",9834,"Heliosciurus ruwenzorii"
"25734",7994,"Eremitalpa granti"
"25736",12899,"Maxomys moi"
"25739",20960,"Sturnira tildae"
"25741",41295,"Pronolagus rupestris"
"25743",13978,"Mus platythrix"
"25747",62015,"Microgale jenkinsae"
"25748",6692,"Dipodomys phillipsii"
"25749",4317,"Chaerephon pumilus"
"25760",4215,"Cercopithecus diana"
"25762",41689,"Hemigalus derbyanus"
"25768",5592,"Crocidura raineyi"
"25769",136833,"Nephelomys caracolus"
"25770",13964,"Mus indutus"
"25771",20333,"Solomys ponceleti"
"25773",18549,"Pseudomys fieldi"
"25776",6561,"Diclidurus albus"
"25779",136199,"Microcebus lehilahytsara"
"25780",136433,"Eumops floridanus"
"25783",13927,"Muntiacus feae"
"25784",136752,"Miniopterus griveaudi"
"25785",13843,"Mops nanulus"
